#Sección,b,c,Periodo,Fecha,NIF Beneficiario,Beneficiario,Tipo de Adjudicación,Descripción,Importe,Origen
Urbanismo,,,1T,2019-02-27,,"NORTHGATE ESPAÑA RENTING FLEXIBLE, S.A.",,ALQUILER VEHICULO KSZ7697 DEL 29/01/19 AL 31/01/19,92.35,
Urbanismo,,,1T,2019-02-27,,"NORTHGATE ESPAÑA RENTING FLEXIBLE, S.A.",,ALQUILER VEHICULO KRJ9144 MES ENERO 2019,423.34,
Urbanismo,,,1T,2019-03-14,,"NORTHGATE ESPAÑA RENTING FLEXIBLE, S.A.",,ALQUILER VEHICULOS JTH2609 Y KSX5936 ENERO 2019,705.45,
Urbanismo,,,1T,2019-03-25,,"NORTHGATE ESPAÑA RENTING FLEXIBLE, S.A.",,ALQUILER VEHICULO KSZ7697 DEL 01/02/19 AL 28/02/19,936.21,
Urbanismo,,,1T,2019-03-25,,"NORTHGATE ESPAÑA RENTING FLEXIBLE, S.A.",,ALQUILER VEHICULO KSX5936 DEL 01/02/19 AL 28/02/19,705.45,
Urbanismo,,,1T,2019-03-25,,"NORTHGATE ESPAÑA RENTING FLEXIBLE, S.A.",,ALQUILER VEHICULO KRJ9144 DEL 01/02/19 AL 28/02/19,423.34,
Urbanismo,,,1T,2019-01-01,,DRABINA CONSTRUCCIONES S.L.,,APERTURA HUECO EN MURO PARQUE JH,907.5,
Urbanismo,,,1T,2019-01-16,,PINTO'S ESCENICA DE ACCION S.L.,,TRABAJOS REALIZADOS EN EL MURAL DE LA ROTONDA,5445,
Urbanismo,,,1T,2019-01-23,,VELASCO GONZALEZ EPIFANIO,,REPARACIONES VARIAS,586.85,
Urbanismo,,,1T,2019-01-23,,"SANMI REPARACIONES, S.L.",,REPARACION DE FUENTES DE PRADOGRANDE Y ZONA DEPORTIVA PARQUE FLORIDABLANCA,176.66,
Urbanismo,,,1T,2019-01-23,,"SANMI REPARACIONES, S.L.",,REPARACION DE FUENTES EN PARQUE FLORIDABLANCA,176.66,
Urbanismo,,,1T,2019-02-19,,"SANMI REPARACIONES, S.L.",,REPARACION DE GRIFO DE FUENTE EN PARQUE DE LA CASA ROSA,88.33,
Urbanismo,,,1T,2019-02-26,,AGÜERO SL,,TRABAJOS DE EXPLANACION Y LIMPIEZA PARCELA MUNICIPAL,3902.25,
Urbanismo,,,1T,2019-02-26,,"SANMI REPARACIONES, S.L.",, REPARACION DE FUENTE DE LA ESTACION,88.33,
Urbanismo,,,1T,2019-03-08,,R29 SL,,DEMOLICION DE MURO C/ MARIA VICTORIA C/V C/MIGUEL MARTIN,1206.37,
Urbanismo,,,1T,2019-03-08,,"SANMI REPARACIONES, S.L.",,REPARACION DE HIDRANTES EN LA RED DE INCENDIOS DE LOS VIALES,1125.3,
Urbanismo,,,1T,2019-03-08,,"SANMI REPARACIONES, S.L.",,REPARACION DE FUENTE EN CORDEL DE HOYO,88.33,
Urbanismo,,,1T,2019-03-14,,ACTIVOS INMOBILIARIOS GRUPO MIR S.L.,,MURAL CASETA CALLE ACAPULCO,445.28,
Urbanismo,,,1T,2019-03-25,,"SANMI REPARACIONES, S.L.",,INSTALACION DE FUENTE EN TORREFORUM,1554.85,
Urbanismo,,,1T,2019-03-25,,"SANMI REPARACIONES, S.L.",,REPARACION DE AVERIA EN C/ ARROYO DEL CORONEL 91,108.9,
Urbanismo,,,1T,2019-02-20,,"WALKIA, S.A.",,REPARACION MAQUINA 3CX COMPACT T4F PREMIUM,417.47,
Urbanismo,,,1T,2019-02-26,,TALLERES MECANICOS GONZALEZ,,REPARACION VEHICULO RENAULT KANGOO MATRICULA 8033BNC,403.18,
Urbanismo,,,1T,2019-02-26,,TALLERES MECANICOS GONZALEZ,,REPARACION SOPORTE MOTOR INFERIOR VEHICULO RENAULT KANGOO MATRICULA 8033BNC,117.64,
Urbanismo,,,1T,2019-02-26,,G SANTORCAZ SA,, TRABAJOS DE REPARACION DE VEHICULO URBANISMO 3766GKX,352.33,
Urbanismo,,,1T,2019-02-25,,CANAL ISABEL II GESTION SA,,CONTRATO 110257674 PERIODO 16/11/18 A 22/01/19 CALLES,37.27,
Urbanismo,,,1T,2019-02-25,,CANAL ISABEL II GESTION SA,,CONTRATO 231467763 PERIODO 16/11/18 A 22/01/19 CALLES,26.99,
Urbanismo,,,1T,2019-02-25,,CANAL ISABEL II GESTION SA,,CONTRATO 125591 PERIODO 16/11/18 A 22/01/19 CALLES,359.92,
Urbanismo,,,1T,2019-02-25,,CANAL ISABEL II GESTION SA,,CONTRATO 121172804 PERIODO 16/11/18 A 22/01/19 CALLES,140.75,
Urbanismo,,,1T,2019-02-25,,CANAL ISABEL II GESTION SA,,CONTRATO 121949814 PERIODO 16/11/18 A 22/01/19 CALLES,219.05,
Urbanismo,,,1T,2019-02-25,,CANAL ISABEL II GESTION SA,,CONTRATO 159516601 PERIODO 16/11/18 A 22/01/19 CALLES,35.79,
Urbanismo,,,1T,2019-02-25,,CANAL ISABEL II GESTION SA,,CONTRATO 175746317 PERIODO 16/11/18 A 22/01/19 CALLES,359.92,
Urbanismo,,,1T,2019-02-25,,CANAL ISABEL II GESTION SA,,CONTRATO 184442567 PERIODO 16/11/18 A 22/01/19 CALLES,215.89,
Urbanismo,,,1T,2019-02-25,,CANAL ISABEL II GESTION SA,,CONTRATO 197676704 PERIODO 16/11/18 A 22/01/19 CALLES,12.53,
Urbanismo,,,1T,2019-02-25,,CANAL ISABEL II GESTION SA,, CONTRATO 206984155 PERIODO 16/11/18 A 22/01/19 CALLES,359.92,
Urbanismo,,,1T,2019-02-25,,CANAL ISABEL II GESTION SA,,CONTRATO 234609452 PERIODO 16/11/18 A 22/01/19 CALLES,82.65,
Urbanismo,,,1T,2019-02-25,,CANAL ISABEL II GESTION SA,,CONTRATO 235392627 PERIODO 16/11/18 A 22/01/19 CALLES,12.53,
Urbanismo,,,1T,2019-02-25,,CANAL ISABEL II GESTION SA,,CONTRATO 235604108 PERIODO 16/11/18 A 22/01/19 CALLES,13.72,
Urbanismo,,,1T,2019-02-25,,CANAL ISABEL II GESTION SA,,CONTRATO 236315238 PERIODO 16/11/18 A 22/01/19 CALLES,19.88,
Urbanismo,,,1T,2019-02-25,,CANAL ISABEL II GESTION SA,,CONTRATO 243742408 PERIODO 16/11/18 A 22/01/19 CALLES,140.75,
Urbanismo,,,1T,2019-02-25,,CANAL ISABEL II GESTION SA,,CONTRATO 247027775 PERIODO 16/11/18 A 22/01/19 CALLES,19.88,
Urbanismo,,,1T,2019-02-25,,CANAL ISABEL II GESTION SA,,CONTRATO 247029391 PERIODO 16/11/18 A 22/01/19 CALLES,19.88,
Urbanismo,,,1T,2019-02-25,,CANAL ISABEL II GESTION SA,,CONTRATO 247129728 PERIODO 16/11/18 A 22/01/19 CALLES,35.79,
Urbanismo,,,1T,2019-02-25,,CANAL ISABEL II GESTION SA,,CONTRATO 247133061 PERIODO 16/11/18 A 22/01/19 CALLES,19.88,
Urbanismo,,,1T,2019-02-25,,CANAL ISABEL II GESTION SA,,CONTRATO 247135384 PERIODO 16/11/18 A 22/01/19 CALLES,19.88,
Urbanismo,,,1T,2019-02-25,,CANAL ISABEL II GESTION SA,,CONTRATO 247136802 PERIODO 16/11/18 A 22/01/19 CALLES,19.88,
Urbanismo,,,1T,2019-02-25,,CANAL ISABEL II GESTION SA,,CONTRATO 247138418 PERIODO 16/11/18 A 22/01/19 CALLES,19.88,
Urbanismo,,,1T,2019-02-25,,CANAL ISABEL II GESTION SA,,CONTRATO 247171457 PERIODO 16/11/18 A 22/01/19 CALLES,261.75,
Urbanismo,,,1T,2019-02-25,,CANAL ISABEL II GESTION SA,,CONTRATO 258212986 PERIODO 16/11/18 A 22/01/19 CALLES,12.53,
Urbanismo,,,1T,2019-02-25,,CANAL ISABEL II GESTION SA,,CONTRATO 258536120 PERIODO 16/11/18 A 22/01/19 CALLES,469.43,
Urbanismo,,,1T,2019-02-25,,CANAL ISABEL II GESTION SA,,CONTRATO 261001637 PERIODO 16/11/18 A 22/01/19 CALLES,19.88,
Urbanismo,,,1T,2019-02-25,,CANAL ISABEL II GESTION SA,,CONTRATO 261009418 PERIODO 16/11/18 A 22/01/19 CALLES,19.88,
Urbanismo,,,1T,2019-02-25,,CANAL ISABEL II GESTION SA,,CONTRATO 261134003 PERIODO 16/11/18 A 22/01/19 CALLES,19.88,
Urbanismo,,,1T,2019-02-25,,CANAL ISABEL II GESTION SA,,CONTRATO 264380671 PERIODO 16/11/18 A 22/01/19 CALLES,37.58,
Urbanismo,,,1T,2019-02-25,,CANAL ISABEL II GESTION SA,,CONTRATO 271123787 PERIODO 16/11/18 A 22/01/19 CALLES,36.39,
Urbanismo,,,1T,2019-02-25,,CANAL ISABEL II GESTION SA,,CONTRATO 280837430 PERIODO 16/11/18 A 22/01/19 CALLES,19.88,
Urbanismo,,,1T,2019-02-25,,CANAL ISABEL II GESTION SA,,CONTRATO 280841571 PERIODO 16/11/18 A 22/01/19 CALLES,20.47,
Urbanismo,,,1T,2019-02-25,,CANAL ISABEL II GESTION SA,,CONTRATO 280842480 PERIODO 16/11/18 A 22/01/19 CALLES,19.88,
Urbanismo,,,1T,2019-02-25,,CANAL ISABEL II GESTION SA,,CONTRATO 280842884 PERIODO 16/11/18 A 22/01/19 CALLES,20.47,
Urbanismo,,,1T,2019-02-25,,CANAL ISABEL II GESTION SA,,CONTRATO 280848847 PERIODO 16/11/18 A 22/01/19 CALLES,19.88,
Urbanismo,,,1T,2019-02-25,,CANAL ISABEL II GESTION SA,,CONTRATO 284909410 PERIODO 16/11/18 A 22/01/19 CALLES,19.88,
Urbanismo,,,1T,2019-02-25,,CANAL ISABEL II GESTION SA,,CONTRATO 246764057 PERIODO 16/11/18 A 22/01/19 CALLES,19.88,
Urbanismo,,,1T,2019-02-25,,CANAL ISABEL II GESTION SA,,CONTRATO 247022220 PERIODO 16/11/18 A 22/01/19 CALLES,19.88,
Urbanismo,,,1T,2019-02-25,,CANAL ISABEL II GESTION SA,,CONTRATO 259645960 PERIODO 16/11/18 A 22/01/19 CALLES,73.26,
Urbanismo,,,1T,2019-02-25,,CANAL ISABEL II GESTION SA,, CONTRATO 259647677 PERIODO 16/11/18 A 22/01/19 CALLES,75.64,
Urbanismo,,,1T,2019-02-25,,CANAL ISABEL II GESTION SA,,CONTRATO 261068628 PERIODO 16/11/18 A 22/01/19 CALLES,19.88,
Urbanismo,,,1T,2019-02-25,,CANAL ISABEL II GESTION SA,,CONTRATO 261117229 PERIODO 16/11/18 A 22/01/19 CALLES,19.88,
Urbanismo,,,1T,2019-02-25,,CANAL ISABEL II GESTION SA,,CONTRATO 261132989 PERIODO 16/11/18 A 22/01/19 CALLES,82.16,
Urbanismo,,,1T,2019-02-25,,CANAL ISABEL II GESTION SA,,CONTRATO 261135316 PERIODO 16/11/18 A 22/01/19 CALLES,82.3,
Urbanismo,,,1T,2019-02-25,,CANAL ISABEL II GESTION SA,, CONTRATO 271126316 PERIODO 16/11/18 A 22/01/19 CALLES,35.79,
Urbanismo,,,1T,2019-02-25,,CANAL ISABEL II GESTION SA,,CONTRATO 311007258 PERIODO 16/11/18 A 22/01/19 CALLES,21.66,
Urbanismo,,,1T,2019-02-25,,CANAL ISABEL II GESTION SA,,CONTRATO 313841779 PERIODO 16/11/18 A 22/01/19 CALLES,35.79,
Urbanismo,,,1T,2019-02-25,,CANAL ISABEL II GESTION SA,,CONTRATO 317727035 PERIODO 19/11/18 A 23/01/19 CALLES,13.89,
Urbanismo,,,1T,2019-02-25,,CANAL ISABEL II GESTION SA,,CONTRATO 317732994 PERIODO 19/11/18 A 23/01/19 CALLES,13.89,
Urbanismo,,,1T,2019-02-25,,CANAL ISABEL II GESTION SA,,CONTRATO 194430638 PERIODO 19/11/18 A 23/01/19 CALLES,66.78,
Urbanismo,,,1T,2019-02-25,,CANAL ISABEL II GESTION SA,,CONTRATO 309821636 PERIODO 19/11/18 A 23/01/19 CALLES,19.28,
Urbanismo,,,1T,2019-02-25,,CANAL ISABEL II GESTION SA,,CONTRATO 317732287 PERIODO 19/11/18 A 23/01/19 CALLES,13.89,
Urbanismo,,,1T,2019-02-25,,CANAL ISABEL II GESTION SA,, CONTRATO 287769088 PERIODO 19/11/18 A 23/01/19 CALLES,45.99,
Urbanismo,,,1T,2019-02-25,,CANAL ISABEL II GESTION SA,,CONTRATO 313838648 PERIODO 16/11/18 A 22/01/19 CALLES,35.79,
Urbanismo,,,1T,2019-02-25,,CANAL ISABEL II GESTION SA,,DIFERENCIA ENTRE  DE  190000569930 Y ABONO 189000145757 POR ABONO DE 126.03,233.89,
Urbanismo,,,1T,2019-01-24,,SOLRED S.A.,,OPERACIONES REALIZADAS CON TARJETA SOLRED MES DICIEMBRE OBRAS,482.77,
Urbanismo,,,1T,2019-02-26,,SOLRED S.A.,,OPERACIONES REALIZADAS CON TARJETA SOLRED MES ENERO OBRAS,876.91,
Urbanismo,,,1T,2019-01-01,,AGLOMERADOS 2R SL,,SUMINISTRO BOTES DE AGLOMERADO ASFALTICO EN FRIO,1004.78,
Urbanismo,,,1T,2019-01-23,,"JOAQUIN HERNANDEZ E HIJOS, S.L.",,SUMINISTRO MATERIAL OBRAS,206.1,
Urbanismo,,,1T,2019-01-23,,CRISTALERIAS TORRELODONES SA,, SUMINISTRO COPIA LLAVE URBANISMO,13.55,
Urbanismo,,,1T,2019-01-23,,CRISTALERIAS TORRELODONES SA,,SUMINISTRO COPIAS LLAVES URBANISMO,24.48,
Urbanismo,,,1T,2019-02-26,,"ELECNOR, S.A",,SUMINISTRO MATERIAL DE ALUMBRADO DEL EDIFICIO ANEXO A LA NAVE MUNICIPAL,311.12,
Urbanismo,,,1T,2019-02-26,,FERRETERIA Y SERVICIOS CASTUERA SL,,SUMINISTRO DE CANDADOS,163.7,
Urbanismo,,,1T,2019-02-26,,SUMINISTROS RUFINO NAVARRO SL,, SUMINISTRO MATERIALES CONSTRUCCION,2455.32,
Urbanismo,,,1T,2019-02-27,,VELASCO GONZALEZ EPIFANIO,, REPARACION VALLADO OBRAS Y SERVICIOS,1667.81,
Urbanismo,,,1T,2019-03-25,,VELASCO GONZALEZ EPIFANIO,,REPARACIONES OBRAS Y SERVICIOS,4325.33,
Urbanismo,,,1T,2019-03-25,,VELASCO GONZALEZ EPIFANIO,,REPARACIONES OBRAS Y SERVICIOS,726.98,
Urbanismo,,,1T,2019-01-23,,RADES DDL  SL,,INSTALACION Y MANTENIMIENTO CONTENEDORES HIGIENICOS FEMENINOS,320.54,
Urbanismo,,,1T,2019-02-20,,RADES DDL  SL,, SERVICIO INSTALACION Y MANTENIMIENTO CONTENEDORES HIGIENICOS FEMENINOS,320.54,
Urbanismo,,,1T,2019-02-25,,CANAL ISABEL II GESTION SA,,CONTRATO 329275489 CUOTA DE ENGANCHE PO. JOAQUÍN RUIZ JIMENEZ 030,1282.37,
Urbanismo,,,1T,2019-03-26,,RADES DDL  SL,,SERVICIO INSTALACION Y MANTENIMIENTO CONTENEDORES HIGIENICOS FEMENINOS,320.54,
Urbanismo,,,1T,2019-01-01,,GARCIA ALCANTARA ALEJANDRO,,PROYECTO DECORACION DE CIERRES EN TORRELODONES FASE 4,5463.15,
Urbanismo,,,1T,2019-01-01,,FCC INDUSTRIAL,,RED SUBTERRANEA BAJA TENSION C/DANIEL JIMENEZ,8935.92,
Urbanismo,,,1T,2019-02-27,,SALUDES PLAY S.L.,,PASOS DE CEBRA EN PINTURA DOS COMPONENTES DE APLICACION EN FRIO (MANUAL) Y RAYAD,7998.22,
Urbanismo,,,1T,2019-03-14,,BARRADO GARCIA JOSE MARIA,,TRABAJOS REMODELACION ACERA DESDE PLAZA CONSTITUCION A CALLE CARLOS PICABEA,21876.8,
Urbanismo,,,1T,2019-03-14,,VALVERDE GIJON ANDRES,, TRABAJOS DE MEJORA DE FONDO DE MUROS PREVIO A LA EJECUCION DE MURAL,1736.35,
Urbanismo,,,1T,2019-02-25,,MATERIALES DE CONSTRUCCION SANTOJA SL,,SUMINISTRO MATERIALES DE CONSTRUCCION,903.12,
Urbanismo,,,1T,2019-03-25,,HORMIGON SIERRA MADRID S.L.,,SUMINISTRO HORMIGON PARA CALLE INSTITUTO,396.03,
Urbanismo,,,1T,2019-02-25,,CITELUM IBERICA S.A.,,CERTIF Nº 7 RENOVACION PAVIMENTACION Y ALUMBRADO PUBLICO URB LOS ROBLES (FAS,45860.39,
Urbanismo,,,1T,2019-03-18,,CITELUM IBERICA S.A.,,CERTIFICACION Nº 9 RENOVACION PAVIMENTACION Y ALUMBRADO PUBLICO URB LOS ROB,123240.39,
Urbanismo,,,1T,2019-03-18,,CITELUM IBERICA S.A.,,CERTIFICACION Nº 8 RENOVACION PAVIMENTACION Y ALUMBRADO PUBLICO URB LOS ROBLES,40261,
Urbanismo,,,1T,2019-03-14,,MANCOMUNIDAD DE MUNICIPIOS DEL NOROESTE,,LIQU. PROVISIONAL  1º TRIMESTRE 2019  TASA POR ELIMINACION RESIDUOS URBANOS EN INSTALACIONES DE LA MANCOMUNIDAD,35888.2,
Urbanismo,,,1T,2019-01-01,,TRABAJOS BITUMINOSOS SLU,,ASFALTADO ESPACIOS EXTERIORES DE EXPLANADA DEL PARQUE MOVIL PLANTA DE RESIDUOS SOLIDOS URBANOS,14449.34,
Urbanismo,,,1T,2019-03-25,,"ELECNOR, S.A",,CERTIFICACION 5 OBRA REFORMA Y ACONDICIONAMIENTO INSTALACIONES NAVE PARQUE MAQU,33546.11,
Urbanismo,,,1T,2019-02-26,,URBASER SA,,SERVICIOS LIMPIEZA VIARIA Y GRAFFITIS MES ENERO 2019,56876.09,
Urbanismo,,,1T,2019-03-25,,"PROLISER, S.L.",,SUMINISTRO PRODUCTO QUITA SOMBRAS 60,998.25,
Urbanismo,,,1T,2019-03-25,,CITELUM IBERICA S.A.,, CANON BIMENSUAL SERVICIO CONSERVACION Y MANTENIMIENTO ALUMBRADO PUBLICO ENER,24601.95,
Urbanismo,,,1T,2019-01-15,,IBERDROLA CLIENTES SAU,, CONTRATO 451792130 PERIODO 14/11/18 A 13/12/18 ES0021000005697209LZ EDIF MUNCIIPALES,35.85,
Urbanismo,,,1T,2019-01-15,,IBERDROLA CLIENTES SAU,,CONTRATO 623750090 PERIODO 14/11/18 A 13/12/18 ES0021000005699306HH EDIF MUNICIPALES,1861.74,
Urbanismo,,,1T,2019-01-15,,IBERDROLA CLIENTES SAU,,CONTRATO 583746482 PERIODO 14/11/18 A 16/12/18 ES0021000021530038JB ALUMB PUBLICO,596.29,
Urbanismo,,,1T,2019-01-15,,IBERDROLA CLIENTES SAU,, CONTRATO 635861100 PERIODO 14/11/18 A 17/12/18 ES0021000005695599HZ EDIF MUNICIPALES,1337.82,
Urbanismo,,,1T,2019-01-15,,IBERDROLA CLIENTES SAU,,CONTRATO 548735736 PERIODO 19/11/18 A 17/12/18 ES0021000019269654ZK ALUMB PUBLICO,501.8,
Urbanismo,,,1T,2019-01-15,,IBERDROLA COMERCIALIZACION DE ULTIMO RECURSO SA,,CONTRATO 362797377 PERIODO 14/11/18 A 13/12/18 ES0021000011402799XV ALUMB PUBLICO,332.65,
Urbanismo,,,1T,2019-01-15,,IBERDROLA COMERCIALIZACION DE ULTIMO RECURSO SA,,CONTRATO 373567388 PERIODO 19/11/18 A 13/12/18 ES0021000013737723FG ALUMB PUBLICO,310.27,
Urbanismo,,,1T,2019-01-15,,IBERDROLA COMERCIALIZACION DE ULTIMO RECURSO SA,,CONTRATO 354920236 PERIODO 14/11/18 A 13/12/18 ES0021000010296769SB ALUMB PUBLICO,119.92,
Urbanismo,,,1T,2019-01-15,,IBERDROLA COMERCIALIZACION DE ULTIMO RECURSO SA,,CONTRATO 340634959 PERIODO 14/11/18 A 13/12/18 ES0021000005699361KG ALUMB PUBLICO,41.2,
Urbanismo,,,1T,2019-01-15,,IBERDROLA COMERCIALIZACION DE ULTIMO RECURSO SA,,CONTRATO 345675307 PERIODO 14/11/18 A 13/12/18 ES0021000005697170VK ALUMB PUBLICO,66.8,
Urbanismo,,,1T,2019-01-15,,IBERDROLA COMERCIALIZACION DE ULTIMO RECURSO SA,,CONTRATO 364082744 PERIODO 14/11/18 A 16/12/18 ES0021000011614835YQ ALUMB PUBLICO,119.44,
Urbanismo,,,1T,2019-01-15,,IBERDROLA COMERCIALIZACION DE ULTIMO RECURSO SA,,CONTRATO 403438561 PERIODO 14/11/18 A 16/12/18 ES0021000016200071TH ALUMB PUBLICO,409.17,
Urbanismo,,,1T,2019-01-15,,IBERDROLA COMERCIALIZACION DE ULTIMO RECURSO SA,,CONTRATO 348607015 PERIODO 14/11/18 A 13/12/18 ES0021000005695682EM ALUMB PUBLICO,388.41,
Urbanismo,,,1T,2019-01-15,,IBERDROLA COMERCIALIZACION DE ULTIMO RECURSO SA,,CONTRATO 341175950 PERIODO 14/11/18 A 13/12/18 ES0021000005692959HL ALUMB PUBLICO,311.82,
Urbanismo,,,1T,2019-01-15,,IBERDROLA COMERCIALIZACION DE ULTIMO RECURSO SA,,CONTRATO 373567522 PERIODO 14/11/18 A 16/12/18 ES0021000013737689MQ  ALUMB PUBLICO,866.21,
Urbanismo,,,1T,2019-01-15,,IBERDROLA COMERCIALIZACION DE ULTIMO RECURSO SA,,CONTRATO 341275220 PERIODO 19/11/18 A 13/12/18  ES0021000005695147KE ALUMB PUBLICO,425.56,
Urbanismo,,,1T,2019-01-15,,IBERDROLA COMERCIALIZACION DE ULTIMO RECURSO SA,,CONTRATO 370793006 PERIODO 14/11/18 A 16/12/18 ES0021000012067453CV ALUMB PUBLICO,16.83,
Urbanismo,,,1T,2019-01-15,,IBERDROLA COMERCIALIZACION DE ULTIMO RECURSO SA,,CONTRATO 338443666 PERIODO 14/11/18 A 13/12/18 ES0021000005698158ZC ALUMB PUBLICO,204.65,
Urbanismo,,,1T,2019-01-15,,IBERDROLA COMERCIALIZACION DE ULTIMO RECURSO SA,,CONTRATO 362619750 PERIODO 14/11/18 A 13/12/18  ES0021000011362891TZ ALUMB PUBLICO,137.44,
Urbanismo,,,1T,2019-01-15,,IBERDROLA COMERCIALIZACION DE ULTIMO RECURSO SA,,CONTRATO 339801025 PERIODO 14/11/18 A 13/12/18 ES0021000005695424BT ALUMB PUBLICO,183.64,
Urbanismo,,,1T,2019-01-15,,IBERDROLA COMERCIALIZACION DE ULTIMO RECURSO SA,,CONTRATO 362619682 PERIODO 14/11/18 A 13/12/18 ES0021000011362892TS ALUMB PUBLICO,174.78,
Urbanismo,,,1T,2019-01-15,,IBERDROLA COMERCIALIZACION DE ULTIMO RECURSO SA,,CONTRATO 321775650 PERIODO 17/12/18 A 14/12/18 ES0021000005695348FQ ALUMB PUBLICO,59.79,
Urbanismo,,,1T,2019-01-15,,IBERDROLA COMERCIALIZACION DE ULTIMO RECURSO SA,,CONTRATO 345224541 PERIODO 14/11/18 A 13/12/18 ES0021000005697265ER ALUMB PUBLICO,22.69,
Urbanismo,,,1T,2019-01-15,,IBERDROLA COMERCIALIZACION DE ULTIMO RECURSO SA,,CONTRATO 562973473 PERIODO 19/11/18 A 16/12/18 ES0021000017299127ZL ALUMB PUBLICO,343.2,
Urbanismo,,,1T,2019-01-15,,IBERDROLA COMERCIALIZACION DE ULTIMO RECURSO SA,,CONTRATO 360534582 PERIODO 19/11/18 A 16/12/18  ES0021000010971778SQ ALUMB PUBLICO,1201.58,
Urbanismo,,,1T,2019-01-15,,IBERDROLA COMERCIALIZACION DE ULTIMO RECURSO SA,,CONTRATO 321775650 PERIODO 14/11/18 A 12/12/18 ES0021000005695348FQ ALUMB PUBLICO,27.81,
Urbanismo,,,1T,2019-01-15,,IBERDROLA COMERCIALIZACION DE ULTIMO RECURSO SA,,CONTRATO 321776690 PERIODO 19/11/18 A 13/12/18 ES0021000005699057FE ALUMB PUBLICO,23.05,
Urbanismo,,,1T,2019-01-15,,IBERDROLA COMERCIALIZACION DE ULTIMO RECURSO SA,,CONTRATO 321782276 PERIODO 14/10/18 A 19/11/18 CUPS ES0021000005694817FZ ALUMBRADO,318.64,
Urbanismo,,,1T,2019-01-15,,IBERDROLA COMERCIALIZACION DE ULTIMO RECURSO SA,,CONTRATO 321782276 PERIODO 19/11/18 A 13/12/18 CUPS ES0021000005694817FZ ALUMBRADO,12.66,
Urbanismo,,,1T,2019-01-15,,IBERDROLA COMERCIALIZACION DE ULTIMO RECURSO SA,,CONTRATO 321798077 PERIODO 14/11/18 A 13/12/18 CUPS ES0021000005698948AM ALUMBRADO,82.87,
Urbanismo,,,1T,2019-01-15,,IBERDROLA COMERCIALIZACION DE ULTIMO RECURSO SA,,CONTRATO 321787961 PERIODO 14/11/18 A 13/12/18 CUPS ES0021000005694379BJ ALUMBRADO,832.31,
Urbanismo,,,1T,2019-01-15,,IBERDROLA COMERCIALIZACION DE ULTIMO RECURSO SA,,CONTRATO 363507188 PERIODO 19/11/18 A 13/12/18 CUPS ES0021000011462120JK EDIF MUNICIPALES,20.69,
Urbanismo,,,1T,2019-01-15,,IBERDROLA COMERCIALIZACION DE ULTIMO RECURSO SA,,CONTRATO 321790819 PERIODO 19/11/18 A 13/12/18 CUPS ES0021000004315501KP ALUMBRADO,385.35,
Urbanismo,,,1T,2019-01-15,,IBERDROLA COMERCIALIZACION DE ULTIMO RECURSO SA,,CONTRATO 321780577 PERIODO 19/11/18 A 13/12/18 CUPS ES0021000005695726RA ALUMBRADO,131.36,
Urbanismo,,,1T,2019-01-15,,IBERDROLA COMERCIALIZACION DE ULTIMO RECURSO SA,,CONTRATO 321792506 PERIODO 14/11/18 A 13/12/18 CUPS ES0021000005696257RM ALUMBRADO,517.88,
Urbanismo,,,1T,2019-01-15,,IBERDROLA COMERCIALIZACION DE ULTIMO RECURSO SA,,CONTRATO 321776010 PERIODO 19/11/18 A 13/12/18 CUPS ES0021000005695096LV ALUMBRADO,401.88,
Urbanismo,,,1T,2019-01-15,,IBERDROLA COMERCIALIZACION DE ULTIMO RECURSO SA,,CONTRATO 349700450 PERIODO 14/11/18 A 13/12/18 CUPS ES0021000005698644JT ALUMBRADO,764.89,
Urbanismo,,,1T,2019-01-15,,IBERDROLA COMERCIALIZACION DE ULTIMO RECURSO SA,,CONTRATO 321782732 PERIODO 14/11/18 A 17/12/18 CUPS ES0021000005693969QV ALUMBRADO,935.9,
Urbanismo,,,1T,2019-01-15,,IBERDROLA COMERCIALIZACION DE ULTIMO RECURSO SA,,CONTRATO 321790388 PERIODO 19/11/18 A 17/12/18 CUPS ES0021000005693908ZW ALUMBRADO,97.33,
Urbanismo,,,1T,2019-01-15,,IBERDROLA COMERCIALIZACION DE ULTIMO RECURSO SA,,CONTRATO 375098355 PERIODO 19/11/18 A 16/12/18 CUPS ES0021000013994400NR RIEGO C/ PRADO D,5.11,
Urbanismo,,,1T,2019-01-15,,IBERDROLA COMERCIALIZACION DE ULTIMO RECURSO SA,,CONTRATO 321782380 PERIODO 14/11/18 A 17/12/18 CUPS ES0021000005695651CC ALUMBRADO,8.72,
Urbanismo,,,1T,2019-01-15,,IBERDROLA COMERCIALIZACION DE ULTIMO RECURSO SA,,CONTRATO 321797929 PERIODO 19/11/18 A 13/12/18 CUPS ES0021000005697526XD ALUMBRADO,69.37,
Urbanismo,,,1T,2019-01-15,,IBERDROLA COMERCIALIZACION DE ULTIMO RECURSO SA,,CONTRATO 321780279 PERIODO 14/11/18 A 13/12/18 CUPS ES0021000005692681YV ALUMBRADO,273.46,
Urbanismo,,,1T,2019-01-15,,IBERDROLA COMERCIALIZACION DE ULTIMO RECURSO SA,,CONTRATO 375098460 PERIODO 19/11/18 A 16/12/18 CUPS ES0021000013976345DR RIEGO C/ ARROYO,6.96,
